kind,seed,rank,source,ablation_reduction,aggregate_mean
random,17,6,driftgate,-0.0937499850988388,-0.0507812574505806
random,17,6,fluxpatch,-0.1250000298023224,-0.0507812574505806
random,17,6,motifbridge,-0.09375002980232239,-0.0507812574505806
random,17,6,phasenest,-0.0625,-0.0507812574505806
random,17,6,phasesar,0.031249985098838806,-0.0507812574505806
random,17,6,quorumweave,0.0,-0.0507812574505806
random,17,6,shardbloom,-0.031249970197677612,-0.0507812574505806
random,17,7,anchorshift,-0.03125002980232239,-0.046875
random,17,7,driftgate,-0.12499997019767761,-0.046875
random,17,7,fluxpatch,0.0,-0.046875
random,17,7,motifbridge,-2.9802322387695312e-08,-0.046875
random,17,7,phasenest,-0.15625,-0.046875
random,17,7,phasesar,0.0,-0.046875
random,17,7,quorumweave,-0.0625,-0.046875
random,17,7,shardbloom,2.9802322387695312e-08,-0.046875
random,17,8,anchorshift,-2.9802322387695312e-08,-0.042968750931322575
random,17,8,driftgate,-0.0624999925494194,-0.042968750931322575
random,17,8,fluxpatch,-0.125,-0.042968750931322575
random,17,8,motifbridge,-0.031250014901161194,-0.042968750931322575
random,17,8,phasenest,-0.03125,-0.042968750931322575
random,17,8,phasesar,0.0,-0.042968750931322575
random,17,8,quorumweave,-0.03125,-0.042968750931322575
random,17,8,shardbloom,-0.06249997019767761,-0.042968750931322575
random,18,1,anchorshift,0.031249970197677612,0.00390625
random,18,1,driftgate,0.0,0.00390625
random,18,1,fluxpatch,-0.03125,0.00390625
random,18,1,motifbridge,0.031249970197677612,0.00390625
random,18,1,phasenest,0.03125,0.00390625
random,18,1,phasesar,0.0625,0.00390625
random,18,1,quorumweave,-0.03125,0.00390625
random,18,1,shardbloom,-0.062499940395355225,0.00390625
random,18,2,anchorshift,0.03125,-0.007812495343387127
random,18,2,driftgate,-0.0937499850988388,-0.007812495343387127
random,18,2,fluxpatch,-1.4901161193847656e-08,-0.007812495343387127
random,18,2,motifbridge,0.031249985098838806,-0.007812495343387127
random,18,2,phasenest,1.4901161193847656e-08,-0.007812495343387127
random,18,2,phasesar,-0.031249992549419403,-0.007812495343387127
random,18,2,quorumweave,-0.03125,-0.007812495343387127
random,18,2,shardbloom,0.03125002980232239,-0.007812495343387127
random,18,3,anchorshift,0.031249970197677612,-7.450580596923828e-09
random,18,3,driftgate,-0.0625,-7.450580596923828e-09
random,18,3,fluxpatch,0.0,-7.450580596923828e-09
random,18,3,motifbridge,-4.470348358154297e-08,-7.450580596923828e-09
random,18,3,phasenest,-0.03125,-7.450580596923828e-09
random,18,3,phasesar,0.062499985098838806,-7.450580596923828e-09
random,18,3,quorumweave,0.03125,-7.450580596923828e-09
random,18,3,shardbloom,-0.031249970197677612,-7.450580596923828e-09
random,18,4,anchorshift,-0.0625,-0.03906249534338713
random,18,4,driftgate,-0.0937500074505806,-0.03906249534338713
random,18,4,fluxpatch,-0.0625,-0.03906249534338713
random,18,4,motifbridge,-2.9802322387695312e-08,-0.03906249534338713
random,18,4,phasenest,2.9802322387695312e-08,-0.03906249534338713
random,18,4,phasesar,1.4901161193847656e-08,-0.03906249534338713
random,18,4,quorumweave,-0.0625,-0.03906249534338713
random,18,4,shardbloom,-0.031249970197677612,-0.03906249534338713
random,18,5,anchorshift,0.09374997019767761,-5.587935447692871e-09
random,18,5,driftgate,-0.0625,-5.587935447692871e-09
random,18,5,fluxpatch,-0.03125,-5.587935447692871e-09
random,18,5,motifbridge,0.031249985098838806,-5.587935447692871e-09
random,18,5,phasenest,0.03125,-5.587935447692871e-09
random,18,5,phasesar,0.0,-5.587935447692871e-09
random,18,5,quorumweave,-0.0625,-5.587935447692871e-09
random,18,5,shardbloom,0.0,-5.587935447692871e-09
random,18,6,anchorshift,0.0,0.0039062481373548508
random,18,6,driftgate,-0.125,0.0039062481373548508
random,18,6,fluxpatch,0.0,0.0039062481373548508
random,18,6,motifbridge,0.06249997019767761,0.0039062481373548508
random,18,6,phasenest,0.06249997019767761,0.0039062481373548508
random,18,6,phasesar,-1.4901161193847656e-08,0.0039062481373548508
random,18,6,quorumweave,-0.03125,0.0039062481373548508
random,18,6,shardbloom,0.06250005960464478,0.0039062481373548508
random,18,7,anchorshift,0.031249940395355225,-0.015625009313225746
random,18,7,driftgate,-0.125,-0.015625009313225746
random,18,7,fluxpatch,0.03125,-0.015625009313225746
random,18,7,motifbridge,-2.9802322387695312e-08,-0.015625009313225746
random,18,7,phasenest,-1.4901161193847656e-08,-0.015625009313225746
random,18,7,phasesar,-0.03125,-0.015625009313225746
random,18,7,quorumweave,-0.03125,-0.015625009313225746
random,18,7,shardbloom,2.9802322387695312e-08,-0.015625009313225746
random,18,8,anchorshift,-0.06250005960464478,-0.0039062583819031715
random,18,8,driftgate,-0.03125,-0.0039062583819031715
random,18,8,fluxpatch,0.0,-0.0039062583819031715
random,18,8,motifbridge,-2.9802322387695312e-08,-0.0039062583819031715
random,18,8,phasenest,0.0312500074505806,-0.0039062583819031715
random,18,8,phasesar,0.031250014901161194,-0.0039062583819031715
random,18,8,quorumweave,-0.03125,-0.0039062583819031715
random,18,8,shardbloom,0.03125,-0.0039062583819031715
random,19,1,anchorshift,0.031249940395355225,-0.0390625
random,19,1,driftgate,-0.0937499850988388,-0.0390625
random,19,1,fluxpatch,0.031250059604644775,-0.0390625
random,19,1,motifbridge,-0.03125002980232239,-0.0390625
random,19,1,phasenest,-0.09375,-0.0390625
random,19,1,phasesar,-0.0937499850988388,-0.0390625
random,19,1,quorumweave,0.0,-0.0390625
random,19,1,shardbloom,-0.0625,-0.0390625
random,19,2,anchorshift,-0.03125,-0.03515625558793545
random,19,2,driftgate,-0.09375002235174179,-0.03515625558793545
random,19,2,fluxpatch,-0.03125,-0.03515625558793545
random,19,2,motifbridge,0.031249932944774628,-0.03515625558793545
random,19,2,phasenest,-0.09375,-0.03515625558793545
random,19,2,phasesar,-0.0937499850988388,-0.03515625558793545
random,19,2,quorumweave,0.0,-0.03515625558793545
random,19,2,shardbloom,0.03125002980232239,-0.03515625558793545
random,19,3,anchorshift,-5.960464477539063e-08,-0.02734375186264515
random,19,3,driftgate,-0.125,-0.02734375186264515
random,19,3,fluxpatch,-0.03125,-0.02734375186264515
random,19,3,motifbridge,-0.031250014901161194,-0.02734375186264515
random,19,3,phasenest,-0.031249992549419403,-0.02734375186264515
random,19,3,phasesar,1.4901161193847656e-08,-0.02734375186264515
random,19,3,quorumweave,0.0,-0.02734375186264515
random,19,3,shardbloom,3.725290298461914e-08,-0.02734375186264515
random,19,4,anchorshift,-2.9802322387695312e-08,-0.03906250558793545
random,19,4,driftgate,-0.125,-0.03906250558793545
random,19,4,fluxpatch,-0.031250014901161194,-0.03906250558793545
random,19,4,motifbridge,-0.031250014901161194,-0.03906250558793545
random,19,4,phasenest,0.0,-0.03906250558793545
random,19,4,phasesar,-0.031249985098838806,-0.03906250558793545
random,19,4,quorumweave,-0.03125,-0.03906250558793545
random,19,4,shardbloom,-0.0625,-0.03906250558793545
random,19,5,anchorshift,-0.09375005960464478,-0.054687509313225746
random,19,5,driftgate,-0.0937499850988388,-0.054687509313225746
random,19,5,fluxpatch,-0.03125,-0.054687509313225746
random,19,5,motifbridge,-0.03125,-0.054687509313225746
random,19,5,phasenest,-0.09375004470348358,-0.054687509313225746
random,19,5,phasesar,-1.4901161193847656e-08,-0.054687509313225746
random,19,5,quorumweave,-0.03125,-0.054687509313225746
random,19,5,shardbloom,-0.06249997019767761,-0.054687509313225746
random,19,6,anchorshift,0.031249970197677612,-0.011718752793967724
random,19,6,driftgate,-0.09375,-0.011718752793967724
random,19,6,fluxpatch,-0.062499985098838806,-0.011718752793967724
random,19,6,motifbridge,0.06249995529651642,-0.011718752793967724
random,19,6,phasenest,-0.0625,-0.011718752793967724
random,19,6,phasesar,-0.031249992549419403,-0.011718752793967724
random,19,6,quorumweave,0.0,-0.011718752793967724
random,19,6,shardbloom,0.06250002980232239,-0.011718752793967724
random,19,7,anchorshift,0.03125,-0.027343743480741978
random,19,7,driftgate,-0.09375,-0.027343743480741978
random,19,7,fluxpatch,-0.031249985098838806,-0.027343743480741978
random,19,7,motifbridge,0.03125,-0.027343743480741978
random,19,7,phasenest,-0.0624999925494194,-0.027343743480741978
random,19,7,phasesar,0.0,-0.027343743480741978
random,19,7,quorumweave,-0.0625,-0.027343743480741978
random,19,7,shardbloom,-0.031249970197677612,-0.027343743480741978
random,19,8,anchorshift,-5.960464477539063e-08,-0.03906250558793545
random,19,8,driftgate,-0.125,-0.03906250558793545
random,19,8,fluxpatch,-0.0625,-0.03906250558793545
random,19,8,motifbridge,-0.031250014901161194,-0.03906250558793545
random,19,8,phasenest,-0.03125,-0.03906250558793545
random,19,8,phasesar,-0.0625,-0.03906250558793545
random,19,8,quorumweave,0.03125,-0.03906250558793545
random,19,8,shardbloom,-0.031249970197677612,-0.03906250558793545
random,20,1,anchorshift,0.03125,0.007812493480741978
random,20,1,driftgate,-0.031249992549419403,0.007812493480741978
random,20,1,fluxpatch,0.0625,0.007812493480741978
random,20,1,motifbridge,-2.9802322387695312e-08,0.007812493480741978
random,20,1,phasenest,0.031249970197677612,0.007812493480741978
random,20,1,phasesar,0.03125,0.007812493480741978
random,20,1,quorumweave,0.0,0.007812493480741978
random,20,1,shardbloom,-0.0625,0.007812493480741978
random,20,2,anchorshift,0.031249940395355225,-0.0195312537252903
random,20,2,driftgate,-0.09375,-0.0195312537252903
random,20,2,fluxpatch,-0.03125,-0.0195312537252903
random,20,2,motifbridge,0.0,-0.0195312537252903
random,20,2,phasenest,0.0,-0.0195312537252903
random,20,2,phasesar,0.03125,-0.0195312537252903
random,20,2,quorumweave,-0.0625,-0.0195312537252903
random,20,2,shardbloom,-0.031249970197677612,-0.0195312537252903
random,20,3,anchorshift,-2.9802322387695312e-08,-0.01171875
random,20,3,driftgate,-0.0625,-0.01171875
random,20,3,fluxpatch,-0.03125,-0.01171875
random,20,3,motifbridge,0.06249997019767761,-0.01171875
random,20,3,phasenest,2.9802322387695312e-08,-0.01171875
random,20,3,phasesar,0.0,-0.01171875
random,20,3,quorumweave,0.0,-0.01171875
random,20,3,shardbloom,-0.06249997019767761,-0.01171875
random,20,4,anchorshift,-0.09375,-0.003906240686774254
random,20,4,driftgate,-0.031249970197677612,-0.003906240686774254
random,20,4,fluxpatch,0.0,-0.003906240686774254
random,20,4,motifbridge,0.062499985098838806,-0.003906240686774254
random,20,4,phasenest,-0.031249970197677612,-0.003906240686774254
random,20,4,phasesar,0.03125,-0.003906240686774254
random,20,4,quorumweave,0.03125,-0.003906240686774254
random,20,4,shardbloom,2.9802322387695312e-08,-0.003906240686774254
random,20,5,anchorshift,-5.960464477539063e-08,0.011718744412064552
random,20,5,driftgate,-0.062499985098838806,0.011718744412064552
random,20,5,fluxpatch,0.0,0.011718744412064552
random,20,5,motifbridge,0.031249970197677612,0.011718744412064552
random,20,5,phasenest,0.03125,0.011718744412064552
random,20,5,phasesar,0.0625,0.011718744412064552
random,20,5,quorumweave,0.03125,0.011718744412064552
random,20,5,shardbloom,2.9802322387695312e-08,0.011718744412064552
random,20,6,anchorshift,-0.031250059604644775,-0.031249999068677425
random,20,6,driftgate,-0.12499997019767761,-0.031249999068677425
random,20,6,fluxpatch,0.0,-0.031249999068677425
random,20,6,motifbridge,0.06249997019767761,-0.031249999068677425
random,20,6,phasenest,3.725290298461914e-08,-0.031249999068677425
random,20,6,phasesar,-0.03125,-0.031249999068677425
random,20,6,quorumweave,-0.09375,-0.031249999068677425
random,20,6,shardbloom,-0.031249970197677612,-0.031249999068677425
random,20,7,anchorshift,0.031249970197677612,-0.03906250186264515
random,20,7,driftgate,-0.0937499850988388,-0.03906250186264515
random,20,7,fluxpatch,-0.03125,-0.03906250186264515
random,20,7,motifbridge,-0.06250002980232239,-0.03906250186264515
random,20,7,phasenest,0.0,-0.03906250186264515
random,20,7,phasesar,-0.09375,-0.03906250186264515
random,20,7,quorumweave,-0.03125,-0.03906250186264515
random,20,7,shardbloom,-0.031249970197677612,-0.03906250186264515
random,20,8,anchorshift,0.06249991059303284,-1.3969838619232178e-08
random,20,8,driftgate,-0.0625000074505806,-1.3969838619232178e-08
random,20,8,fluxpatch,-0.03125002980232239,-1.3969838619232178e-08
random,20,8,motifbridge,-1.4901161193847656e-08,-1.3969838619232178e-08
random,20,8,phasenest,0.03125,-1.3969838619232178e-08
random,20,8,phasesar,0.03125,-1.3969838619232178e-08
random,20,8,quorumweave,0.0,-1.3969838619232178e-08
random,20,8,shardbloom,-0.031249970197677612,-1.3969838619232178e-08
random,21,1,anchorshift,-0.03125002980232239,-0.0312500074505806
random,21,1,driftgate,-0.06249997019767761,-0.0312500074505806
random,21,1,fluxpatch,-1.4901161193847656e-08,-0.0312500074505806
random,21,1,motifbridge,-2.9802322387695312e-08,-0.0312500074505806
random,21,1,phasenest,-0.06250002980232239,-0.0312500074505806
random,21,1,phasesar,1.4901161193847656e-08,-0.0312500074505806
random,21,1,quorumweave,-0.03125,-0.0312500074505806
random,21,1,shardbloom,-0.0625,-0.0312500074505806
random,21,2,anchorshift,-2.9802322387695312e-08,-1.862645149230957e-09
random,21,2,driftgate,-0.031249985098838806,-1.862645149230957e-09
random,21,2,fluxpatch,0.0,-1.862645149230957e-09
random,21,2,motifbridge,0.031249970197677612,-1.862645149230957e-09
random,21,2,phasenest,0.03125,-1.862645149230957e-09
random,21,2,phasesar,0.0,-1.862645149230957e-09
random,21,2,quorumweave,-0.03125,-1.862645149230957e-09
random,21,2,shardbloom,2.9802322387695312e-08,-1.862645149230957e-09
random,21,3,anchorshift,-0.03125002980232239,-0.00781250186264515
random,21,3,driftgate,-0.03125,-0.00781250186264515
random,21,3,fluxpatch,-0.0625,-0.00781250186264515
random,21,3,motifbridge,0.031249985098838806,-0.00781250186264515
random,21,3,phasenest,0.03125,-0.00781250186264515
random,21,3,phasesar,0.03125,-0.00781250186264515
random,21,3,quorumweave,0.03125,-0.00781250186264515
random,21,3,shardbloom,-0.06249997019767761,-0.00781250186264515
random,21,4,anchorshift,0.031249970197677612,-0.0234375037252903
random,21,4,driftgate,-0.0625,-0.0234375037252903
random,21,4,fluxpatch,-0.03125,-0.0234375037252903
random,21,4,motifbridge,-0.03125004470348358,-0.0234375037252903
random,21,4,phasenest,4.470348358154297e-08,-0.0234375037252903
random,21,4,phasesar,0.03125,-0.0234375037252903
random,21,4,quorumweave,-0.09375,-0.0234375037252903
random,21,4,shardbloom,-0.03125,-0.0234375037252903
random,21,5,anchorshift,-0.06250005960464478,-0.027343757450580597
random,21,5,driftgate,-2.9802322387695312e-08,-0.027343757450580597
random,21,5,fluxpatch,0.0,-0.027343757450580597
random,21,5,motifbridge,0.031249970197677612,-0.027343757450580597
random,21,5,phasenest,-0.0625,-0.027343757450580597
random,21,5,phasesar,-0.0625,-0.027343757450580597
random,21,5,quorumweave,0.0,-0.027343757450580597
random,21,5,shardbloom,-0.062499940395355225,-0.027343757450580597
random,21,6,anchorshift,-0.09375,-0.01953125
random,21,6,driftgate,-0.031249985098838806,-0.01953125
random,21,6,fluxpatch,0.0,-0.01953125
random,21,6,motifbridge,-1.4901161193847656e-08,-0.01953125
random,21,6,phasenest,-0.03125,-0.01953125
random,21,6,phasesar,0.0,-0.01953125
random,21,6,quorumweave,-0.03125,-0.01953125
random,21,6,shardbloom,0.03125,-0.01953125
random,21,7,anchorshift,-2.9802322387695312e-08,0.0039062462747097015
random,21,7,driftgate,-0.03125,0.0039062462747097015
random,21,7,fluxpatch,0.03125,0.0039062462747097015
random,21,7,motifbridge,-2.9802322387695312e-08,0.0039062462747097015
random,21,7,phasenest,0.03125,0.0039062462747097015
random,21,7,phasesar,-0.03125,0.0039062462747097015
random,21,7,quorumweave,-0.03125,0.0039062462747097015
random,21,7,shardbloom,0.06250002980232239,0.0039062462747097015
random,21,8,anchorshift,-5.960464477539063e-08,0.011718744412064552
random,21,8,driftgate,-0.0937500149011612,0.011718744412064552
random,21,8,fluxpatch,0.0937499850988388,0.011718744412064552
random,21,8,motifbridge,-1.4901161193847656e-08,0.011718744412064552
random,21,8,phasenest,0.0,0.011718744412064552
random,21,8,phasesar,0.06250002980232239,0.011718744412064552
random,21,8,quorumweave,0.0,0.011718744412064552
random,21,8,shardbloom,0.03125002980232239,0.011718744412064552
random,22,1,anchorshift,-2.9802322387695312e-08,0.0039062397554516792
random,22,1,driftgate,0.031249985098838806,0.0039062397554516792
random,22,1,fluxpatch,1.4901161193847656e-08,0.0039062397554516792
random,22,1,motifbridge,-0.031250014901161194,0.0039062397554516792
random,22,1,phasenest,0.062499962747097015,0.0039062397554516792
random,22,1,phasesar,0.03125,0.0039062397554516792
random,22,1,quorumweave,-0.03125,0.0039062397554516792
random,22,1,shardbloom,-0.03125,0.0039062397554516792
random,22,2,anchorshift,-8.940696716308594e-08,-0.003906257450580597
random,22,2,driftgate,-0.031249992549419403,-0.003906257450580597
random,22,2,fluxpatch,0.03125,-0.003906257450580597
random,22,2,motifbridge,0.031249970197677612,-0.003906257450580597
random,22,2,phasenest,-0.0625000149011612,-0.003906257450580597
random,22,2,phasesar,0.0312500074505806,-0.003906257450580597
random,22,2,quorumweave,0.0,-0.003906257450580597
random,22,2,shardbloom,-0.031249940395355225,-0.003906257450580597
random,22,3,anchorshift,0.031249970197677612,-0.015625011175870895
random,22,3,driftgate,-0.1562500149011612,-0.015625011175870895
random,22,3,fluxpatch,0.0,-0.015625011175870895
random,22,3,motifbridge,0.031249970197677612,-0.015625011175870895
random,22,3,phasenest,-0.03125,-0.015625011175870895
random,22,3,phasesar,-1.4901161193847656e-08,-0.015625011175870895
random,22,3,quorumweave,-0.03125,-0.015625011175870895
random,22,3,shardbloom,0.03125,-0.015625011175870895
random,22,4,anchorshift,-0.0625,-0.02343750186264515
random,22,4,driftgate,-0.031249985098838806,-0.02343750186264515
random,22,4,fluxpatch,-0.0625,-0.02343750186264515
random,22,4,motifbridge,0.06249997019767761,-0.02343750186264515
random,22,4,phasenest,-0.03125,-0.02343750186264515
random,22,4,phasesar,-0.0625,-0.02343750186264515
random,22,4,quorumweave,-0.03125,-0.02343750186264515
random,22,4,shardbloom,0.03125,-0.02343750186264515
random,22,5,anchorshift,-2.9802322387695312e-08,0.003906245343387127
random,22,5,driftgate,0.03125,0.003906245343387127
random,22,5,fluxpatch,0.0625,0.003906245343387127
random,22,5,motifbridge,-0.06250004470348358,0.003906245343387127
random,22,5,phasenest,-0.031249992549419403,0.003906245343387127
random,22,5,phasesar,0.03125,0.003906245343387127
random,22,5,quorumweave,-0.03125,0.003906245343387127
random,22,5,shardbloom,0.03125002980232239,0.003906245343387127
random,22,6,anchorshift,0.0,-0.01171875
random,22,6,driftgate,0.0312500074505806,-0.01171875
random,22,6,fluxpatch,-0.031250014901161194,-0.01171875
random,22,6,motifbridge,-0.03125002980232239,-0.01171875
random,22,6,phasenest,-0.03125,-0.01171875
random,22,6,phasesar,0.0312500074505806,-0.01171875
random,22,6,quorumweave,0.0,-0.01171875
random,22,6,shardbloom,-0.06249997019767761,-0.01171875
random,22,7,anchorshift,0.03125,-0.011718749068677425
random,22,7,driftgate,-0.0937500149011612,-0.011718749068677425
random,22,7,fluxpatch,-0.03125,-0.011718749068677425
random,22,7,motifbridge,0.06249997019767761,-0.011718749068677425
random,22,7,phasenest,-0.031249992549419403,-0.011718749068677425
random,22,7,phasesar,1.4901161193847656e-08,-0.011718749068677425
random,22,7,quorumweave,0.03125,-0.011718749068677425
random,22,7,shardbloom,-0.06249997019767761,-0.011718749068677425
random,22,8,anchorshift,0.0,0.023437505587935448
random,22,8,driftgate,0.031250014901161194,0.023437505587935448
random,22,8,fluxpatch,0.09375,0.023437505587935448
random,22,8,motifbridge,0.031249970197677612,0.023437505587935448
random,22,8,phasenest,0.0,0.023437505587935448
random,22,8,phasesar,0.0,0.023437505587935448
random,22,8,quorumweave,-0.03125,0.023437505587935448
random,22,8,shardbloom,0.06250005960464478,0.023437505587935448
random,23,1,anchorshift,-2.9802322387695312e-08,-0.0039062481373548508
random,23,1,driftgate,0.03125,-0.0039062481373548508
random,23,1,fluxpatch,0.0,-0.0039062481373548508
random,23,1,motifbridge,0.031249985098838806,-0.0039062481373548508
random,23,1,phasenest,0.0,-0.0039062481373548508
random,23,1,phasesar,0.03125,-0.0039062481373548508
random,23,1,quorumweave,-0.0625,-0.0039062481373548508
random,23,1,shardbloom,-0.062499940395355225,-0.0039062481373548508
random,23,2,anchorshift,-2.9802322387695312e-08,-0.003906254656612873
random,23,2,driftgate,-2.2351741790771484e-08,-0.003906254656612873
random,23,2,fluxpatch,0.0,-0.003906254656612873
random,23,2,motifbridge,-1.4901161193847656e-08,-0.003906254656612873
random,23,2,phasenest,2.9802322387695312e-08,-0.003906254656612873
random,23,2,phasesar,0.03125,-0.003906254656612873
random,23,2,quorumweave,0.0,-0.003906254656612873
random,23,2,shardbloom,-0.0625,-0.003906254656612873
random,23,3,anchorshift,-0.09375002980232239,-0.0195312537252903
random,23,3,driftgate,-0.09375,-0.0195312537252903
random,23,3,fluxpatch,0.0,-0.0195312537252903
random,23,3,motifbridge,0.031249970197677612,-0.0195312537252903
random,23,3,phasenest,-2.9802322387695312e-08,-0.0195312537252903
random,23,3,phasesar,0.0625,-0.0195312537252903
random,23,3,quorumweave,0.0,-0.0195312537252903
random,23,3,shardbloom,-0.062499940395355225,-0.0195312537252903
random,23,4,anchorshift,0.0,-0.003906247206032276
random,23,4,driftgate,-0.06249997019767761,-0.003906247206032276
random,23,4,fluxpatch,0.031249970197677612,-0.003906247206032276
random,23,4,motifbridge,-2.9802322387695312e-08,-0.003906247206032276
random,23,4,phasenest,7.450580596923828e-09,-0.003906247206032276
random,23,4,phasesar,0.031250014901161194,-0.003906247206032276
random,23,4,quorumweave,0.0,-0.003906247206032276
random,23,4,shardbloom,-0.031249970197677612,-0.003906247206032276
random,23,5,anchorshift,0.0625,0.01171875186264515
random,23,5,driftgate,-0.031249985098838806,0.01171875186264515
random,23,5,fluxpatch,0.0625,0.01171875186264515
random,23,5,motifbridge,-1.4901161193847656e-08,0.01171875186264515
random,23,5,phasenest,-0.031250014901161194,0.01171875186264515
random,23,5,phasesar,0.03125,0.01171875186264515
random,23,5,quorumweave,-0.03125,0.01171875186264515
random,23,5,shardbloom,0.03125002980232239,0.01171875186264515
random,23,6,anchorshift,0.03125,0.007812503725290298
random,23,6,driftgate,-0.03125,0.007812503725290298
random,23,6,fluxpatch,0.09375,0.007812503725290298
random,23,6,motifbridge,-1.4901161193847656e-08,0.007812503725290298
random,23,6,phasenest,-0.03125,0.007812503725290298
random,23,6,phasesar,1.4901161193847656e-08,0.007812503725290298
random,23,6,quorumweave,-0.0625,0.007812503725290298
random,23,6,shardbloom,0.06250002980232239,0.007812503725290298
random,23,7,anchorshift,-5.960464477539063e-08,0.007812494412064552
random,23,7,driftgate,0.0,0.007812494412064552
random,23,7,fluxpatch,0.0,0.007812494412064552
random,23,7,motifbridge,0.031249985098838806,0.007812494412064552
random,23,7,phasenest,-0.03125,0.007812494412064552
random,23,7,phasesar,0.03125,0.007812494412064552
random,23,7,quorumweave,-0.03125,0.007812494412064552
random,23,7,shardbloom,0.06250002980232239,0.007812494412064552
random,23,8,anchorshift,-5.960464477539063e-08,0.015624992549419403
random,23,8,driftgate,0.0625000149011612,0.015624992549419403
random,23,8,fluxpatch,0.0,0.015624992549419403
random,23,8,motifbridge,0.03124995529651642,0.015624992549419403
random,23,8,phasenest,-0.03125,0.015624992549419403
random,23,8,phasesar,0.09375,0.015624992549419403
random,23,8,quorumweave,0.0,0.015624992549419403
random,23,8,shardbloom,-0.031249970197677612,0.015624992549419403
random,24,1,anchorshift,-2.9802322387695312e-08,-1.1175870895385742e-08
random,24,1,driftgate,-0.06250002980232239,-1.1175870895385742e-08
random,24,1,fluxpatch,0.031249985098838806,-1.1175870895385742e-08
random,24,1,motifbridge,0.031249985098838806,-1.1175870895385742e-08
random,24,1,phasenest,-0.031250014901161194,-1.1175870895385742e-08
random,24,1,phasesar,-1.4901161193847656e-08,-1.1175870895385742e-08
random,24,1,quorumweave,0.0,-1.1175870895385742e-08
random,24,1,shardbloom,0.03125002980232239,-1.1175870895385742e-08
random,24,2,anchorshift,0.0,0.0039062462747097015
random,24,2,driftgate,-0.031250014901161194,0.0039062462747097015
random,24,2,fluxpatch,-0.03125,0.0039062462747097015
random,24,2,motifbridge,0.06249995529651642,0.0039062462747097015
random,24,2,phasenest,-0.031249985098838806,0.0039062462747097015
random,24,2,phasesar,0.0625000149011612,0.0039062462747097015
random,24,2,quorumweave,-0.03125,0.0039062462747097015
random,24,2,shardbloom,0.03125,0.0039062462747097015
random,24,3,anchorshift,-2.9802322387695312e-08,0.0273437462747097
random,24,3,driftgate,0.03125,0.0273437462747097
random,24,3,fluxpatch,0.0625,0.0273437462747097
random,24,3,motifbridge,-2.9802322387695312e-08,0.0273437462747097
random,24,3,phasenest,1.4901161193847656e-08,0.0273437462747097
random,24,3,phasesar,0.031250014901161194,0.0273437462747097
random,24,3,quorumweave,0.0625,0.0273437462747097
random,24,3,shardbloom,0.03125,0.0273437462747097
random,24,4,anchorshift,0.031249970197677612,0.007812495343387127
random,24,4,driftgate,-0.031250014901161194,0.007812495343387127
random,24,4,fluxpatch,-1.4901161193847656e-08,0.007812495343387127
random,24,4,motifbridge,-2.9802322387695312e-08,0.007812495343387127
random,24,4,phasenest,2.2351741790771484e-08,0.007812495343387127
random,24,4,phasesar,-0.0625,0.007812495343387127
random,24,4,quorumweave,0.03125,0.007812495343387127
random,24,4,shardbloom,0.09375002980232239,0.007812495343387127
random,24,5,anchorshift,0.062499940395355225,-2.7939677238464355e-09
random,24,5,driftgate,-0.0937500074505806,-2.7939677238464355e-09
random,24,5,fluxpatch,0.03125,-2.7939677238464355e-09
random,24,5,motifbridge,-1.4901161193847656e-08,-2.7939677238464355e-09
random,24,5,phasenest,-0.0625,-2.7939677238464355e-09
random,24,5,phasesar,2.9802322387695312e-08,-2.7939677238464355e-09
random,24,5,quorumweave,0.0,-2.7939677238464355e-09
random,24,5,shardbloom,0.06250002980232239,-2.7939677238464355e-09
random,24,6,anchorshift,-8.940696716308594e-08,-0.0312500037252903
random,24,6,driftgate,-0.15625,-0.0312500037252903
random,24,6,fluxpatch,0.0,-0.0312500037252903
random,24,6,motifbridge,-0.03125,-0.0312500037252903
random,24,6,phasenest,-0.03125,-0.0312500037252903
random,24,6,phasesar,-0.03125,-0.0312500037252903
random,24,6,quorumweave,0.0,-0.0312500037252903
random,24,6,shardbloom,5.960464477539063e-08,-0.0312500037252903
random,24,7,anchorshift,-0.06250005960464478,-0.003906257450580597
random,24,7,driftgate,-0.0937499850988388,-0.003906257450580597
random,24,7,fluxpatch,-0.03125,-0.003906257450580597
random,24,7,motifbridge,0.03124995529651642,-0.003906257450580597
random,24,7,phasenest,0.03125,-0.003906257450580597
random,24,7,phasesar,0.0625,-0.003906257450580597
random,24,7,quorumweave,0.0,-0.003906257450580597
random,24,7,shardbloom,0.03125002980232239,-0.003906257450580597
random,24,8,anchorshift,-0.031250059604644775,-0.015625005587935448
random,24,8,driftgate,0.0,-0.015625005587935448
random,24,8,fluxpatch,-0.031249985098838806,-0.015625005587935448
random,24,8,motifbridge,-0.03125002980232239,-0.015625005587935448
random,24,8,phasenest,0.0,-0.015625005587935448
random,24,8,phasesar,0.03125,-0.015625005587935448
random,24,8,quorumweave,-0.03125,-0.015625005587935448
random,24,8,shardbloom,-0.031249970197677612,-0.015625005587935448
random,25,1,anchorshift,-0.09375,-0.019531250931322575
random,25,1,driftgate,-1.4901161193847656e-08,-0.019531250931322575
random,25,1,fluxpatch,0.0,-0.019531250931322575
random,25,1,motifbridge,0.03124997764825821,-0.019531250931322575
