kind,seed,source,addition_effect,aggregate_mean
random,36,motifbridge,-2.2351741790771484e-08,0.039062495809048414
random,36,phasenest,0.0312500037252903,0.039062495809048414
random,36,phasesar,0.046875,0.039062495809048414
random,36,quorumweave,0.046875,0.039062495809048414
random,36,shardbloom,0.046875014901161194,0.039062495809048414
random,37,anchorshift,0.046875,0.068359375
random,37,driftgate,0.0781249850988388,0.068359375
random,37,fluxpatch,0.078125,0.068359375
random,37,motifbridge,0.031249992549419403,0.068359375
random,37,phasenest,0.078125,0.068359375
random,37,phasesar,0.0937500074505806,0.068359375
random,37,quorumweave,0.078125,0.068359375
random,37,shardbloom,0.0625000149011612,0.068359375
random,38,anchorshift,0.031249985098838806,0.0078125
random,38,driftgate,-0.015625007450580597,0.0078125
random,38,fluxpatch,0.015625007450580597,0.0078125
random,38,motifbridge,0.031249985098838806,0.0078125
random,38,phasenest,7.450580596923828e-09,0.0078125
random,38,phasesar,0.015625007450580597,0.0078125
random,38,quorumweave,-0.03125,0.0078125
random,38,shardbloom,0.015625014901161194,0.0078125
random,39,anchorshift,0.046874985098838806,0.011718747206032276
random,39,driftgate,-7.450580596923828e-09,0.011718747206032276
random,39,fluxpatch,0.03125,0.011718747206032276
random,39,motifbridge,0.03124997764825821,0.011718747206032276
random,39,phasenest,-0.046875,0.011718747206032276
random,39,phasesar,0.015625007450580597,0.011718747206032276
random,39,quorumweave,0.0,0.011718747206032276
random,39,shardbloom,0.015625014901161194,0.011718747206032276
random,40,anchorshift,-0.10937502980232239,-0.05468749813735485
random,40,driftgate,-0.0781249925494194,-0.05468749813735485
random,40,fluxpatch,-0.078125,-0.05468749813735485
random,40,motifbridge,-0.015625,-0.05468749813735485
random,40,phasenest,-0.03124997764825821,-0.05468749813735485
random,40,phasesar,-0.03125,-0.05468749813735485
random,40,quorumweave,-0.0625,-0.05468749813735485
random,40,shardbloom,-0.031249985098838806,-0.05468749813735485
random,41,anchorshift,-0.015625029802322388,-5.587935447692871e-09
random,41,driftgate,-7.450580596923828e-09,-5.587935447692871e-09
random,41,fluxpatch,-0.015625,-5.587935447692871e-09
random,41,motifbridge,-0.015625014901161194,-5.587935447692871e-09
random,41,phasenest,0.015625,-5.587935447692871e-09
random,41,phasesar,-7.450580596923828e-09,-5.587935447692871e-09
random,41,quorumweave,0.0,-5.587935447692871e-09
random,41,shardbloom,0.031250014901161194,-5.587935447692871e-09
random,42,anchorshift,-0.09375,-0.0390625
random,42,driftgate,-0.0625,-0.0390625
random,42,fluxpatch,-0.046875,-0.0390625
random,42,motifbridge,-0.015625007450580597,-0.0390625
random,42,phasenest,-0.0625000074505806,-0.0390625
random,42,phasesar,-0.015625,-0.0390625
random,42,quorumweave,-0.015625,-0.0390625
random,42,shardbloom,1.4901161193847656e-08,-0.0390625
random,43,anchorshift,0.0,0.0078125
random,43,driftgate,0.0312500074505806,0.0078125
random,43,fluxpatch,-0.015625,0.0078125
random,43,motifbridge,0.062499985098838806,0.0078125
random,43,phasenest,0.0,0.0078125
random,43,phasesar,-7.450580596923828e-09,0.0078125
random,43,quorumweave,-0.015625,0.0078125
random,43,shardbloom,1.4901161193847656e-08,0.0078125
random,44,anchorshift,0.031249985098838806,-0.0039062537252902985
