heldout_source,seed,mean_addition_effect
gcn,83,-0.125
gcn,84,0.09375
gcn,85,-0.03125
gcn,86,-0.25
gcn,87,-0.3125
gcn,88,-0.03125
gcn,89,0.0
gcn,90,0.375
gcn,91,0.03125
gcn,92,-0.125
gcn,93,0.09375
gcn,94,0.0625
gcn,95,0.1875
gcn,96,0.09375
gcn,97,-0.3125
gcn,98,0.125
gcn,99,0.21875
kriging,0,0.25
kriging,1,0.09375
kriging,2,0.34375
kriging,3,-0.125
kriging,4,-0.0625
kriging,5,0.0625
kriging,6,-0.1875
kriging,7,-0.09375
kriging,8,-0.09375
kriging,9,0.15625
kriging,10,0.15625
kriging,11,0.25
kriging,12,-0.21875
kriging,13,-0.3125
kriging,14,-0.21875
kriging,15,-0.03125
kriging,16,-0.21875
kriging,17,0.40625
kriging,18,0.0
kriging,19,0.125
kriging,20,-0.25
kriging,21,-0.4375
kriging,22,-0.46875
kriging,23,0.03125
kriging,24,-0.03125
kriging,25,0.03125
kriging,26,0.15625
kriging,27,-0.40625
kriging,28,0.1875
kriging,29,-0.125
kriging,30,0.03125
kriging,31,-0.0625
kriging,32,-0.03125
kriging,33,-0.03125
kriging,34,0.1875
kriging,35,0.25
kriging,36,-0.28125
kriging,37,-0.15625
kriging,38,0.125
kriging,39,-0.0625
kriging,40,0.0
kriging,41,0.0
kriging,42,0.03125
kriging,43,0.15625
kriging,44,-0.15625
kriging,45,0.21875
kriging,46,0.0625
kriging,47,-0.03125
kriging,48,0.3125
kriging,49,0.21875
kriging,50,-0.0625
kriging,51,-0.125
kriging,52,-0.09375
kriging,53,0.1875
kriging,54,-0.0625
kriging,55,-0.15625
kriging,56,0.28125
kriging,57,0.03125
kriging,58,-0.15625
kriging,59,0.15625
kriging,60,-0.0625
kriging,61,0.1875
kriging,62,0.1875
kriging,63,0.15625
kriging,64,0.0625
kriging,65,-0.21875
kriging,66,-0.0625
kriging,67,0.125
kriging,68,0.375
kriging,69,0.09375
kriging,70,0.03125
kriging,71,0.0
kriging,72,-0.3125
kriging,73,0.09375
kriging,74,0.125
kriging,75,-0.03125
kriging,76,0.09375
kriging,77,0.25
kriging,78,0.0
kriging,79,0.1875
kriging,80,0.0625
kriging,81,0.0625
kriging,82,-0.25
kriging,83,0.125
kriging,84,-0.125
kriging,85,0.125
kriging,86,0.125
kriging,87,0.34375
kriging,88,-0.28125
kriging,89,0.28125
kriging,90,-0.03125
kriging,91,0.0625
kriging,92,0.03125
kriging,93,-0.28125
kriging,94,-0.0625
kriging,95,-0.09375
kriging,96,-0.21875
kriging,97,-0.15625
kriging,98,-0.03125
kriging,99,-0.09375
resnet,0,0.25
resnet,1,0.21875
resnet,2,0.125
resnet,3,0.0625
resnet,4,0.21875
resnet,5,0.1875
resnet,6,-0.03125
resnet,7,0.15625
resnet,8,0.0
resnet,9,0.09375
resnet,10,0.1875
resnet,11,0.28125
resnet,12,0.0625
resnet,13,0.375
resnet,14,0.0625
resnet,15,0.09375
resnet,16,0.125
resnet,17,0.1875
resnet,18,0.375
resnet,19,0.15625
resnet,20,0.15625
resnet,21,0.25
resnet,22,0.15625
resnet,23,0.0
resnet,24,0.125
resnet,25,0.25
resnet,26,0.15625
resnet,27,0.28125
resnet,28,-0.03125
resnet,29,0.1875
resnet,30,0.15625
resnet,31,-0.03125
resnet,32,0.15625
resnet,33,0.0625
resnet,34,-0.0625
resnet,35,0.0
resnet,36,0.25
resnet,37,0.1875
resnet,38,0.125
resnet,39,0.34375
resnet,40,0.1875
resnet,41,0.0
resnet,42,0.0625
resnet,43,0.0625
resnet,44,-0.09375
resnet,45,0.21875
resnet,46,-0.0625
resnet,47,0.0625
resnet,48,0.125
resnet,49,0.09375
resnet,50,0.40625
resnet,51,0.1875
resnet,52,0.125
resnet,53,0.1875
resnet,54,-0.125
resnet,55,0.1875
resnet,56,0.03125
resnet,57,0.1875
resnet,58,0.15625
resnet,59,0.25
resnet,60,0.125
resnet,61,0.125
resnet,62,0.0
resnet,63,0.03125
resnet,64,-0.03125
resnet,65,0.0
resnet,66,0.25
resnet,67,0.3125
resnet,68,0.25
resnet,69,0.15625
resnet,70,0.15625
resnet,71,0.25
resnet,72,0.125
resnet,73,0.21875
resnet,74,0.09375
resnet,75,0.0
resnet,76,0.28125
resnet,77,0.25
resnet,78,0.3125
resnet,79,-0.03125
resnet,80,0.21875
resnet,81,0.03125
resnet,82,0.21875
resnet,83,0.15625
resnet,84,0.125
resnet,85,0.375
resnet,86,0.15625
resnet,87,0.03125
resnet,88,0.15625
resnet,89,0.09375
resnet,90,0.125
resnet,91,0.15625
resnet,92,0.15625
resnet,93,0.09375
resnet,94,0.21875
resnet,95,0.0625
resnet,96,0.125
resnet,97,0.125
resnet,98,0.125
resnet,99,0.15625
transformer,0,-0.0625
transformer,1,0.09375
transformer,2,0.03125
transformer,3,0.25
transformer,4,0.1875
transformer,5,0.25
transformer,6,0.03125
transformer,7,0.03125
transformer,8,-0.15625
transformer,9,0.25
transformer,10,0.0625
transformer,11,-0.0625
transformer,12,0.03125
transformer,13,-0.09375
transformer,14,0.1875
transformer,15,-0.03125
transformer,16,-0.34375
transformer,17,0.09375
transformer,18,0.40625
transformer,19,0.21875
transformer,20,-0.15625
transformer,21,0.125
transformer,22,0.125
transformer,23,-0.03125
transformer,24,0.03125
transformer,25,0.28125
transformer,26,-0.15625
transformer,27,0.0625
transformer,28,0.1875
transformer,29,-0.09375
transformer,30,0.375
transformer,31,0.09375
transformer,32,0.0
transformer,33,0.15625
transformer,34,0.09375
transformer,35,-0.03125
transformer,36,0.15625
transformer,37,-0.125
transformer,38,0.03125
transformer,39,0.0625
transformer,40,0.09375
transformer,41,-0.03125
transformer,42,0.25
transformer,43,-0.15625
transformer,44,0.125
transformer,45,-0.28125
transformer,46,-0.0625
transformer,47,0.25
transformer,48,0.1875
transformer,49,0.03125
transformer,50,0.25
transformer,51,0.0
transformer,52,-0.1875
transformer,53,0.21875
transformer,54,0.28125
transformer,55,0.125
transformer,56,0.1875
transformer,57,0.09375
transformer,58,0.1875
transformer,59,-0.25
transformer,60,-0.03125
transformer,61,0.0625
transformer,62,0.15625
transformer,63,0.0625
transformer,64,-0.03125
transformer,65,-0.0625
transformer,66,0.21875
transformer,67,0.25
transformer,68,0.1875
transformer,69,0.15625
transformer,70,-0.125
transformer,71,0.1875
transformer,72,-0.03125
transformer,73,0.40625
transformer,74,0.0625
transformer,75,0.125
transformer,76,0.1875
transformer,77,0.25
transformer,78,0.375
transformer,79,-0.03125
transformer,80,0.25
transformer,81,0.28125
transformer,82,-0.125
transformer,83,0.1875
transformer,84,0.3125
transformer,85,-0.25
transformer,86,0.09375
transformer,87,-0.34375
transformer,88,0.0625
transformer,89,-0.15625
transformer,90,0.0
transformer,91,0.3125
transformer,92,0.09375
transformer,93,0.125
transformer,94,0.1875
transformer,95,-0.0625
transformer,96,0.15625
transformer,97,0.03125
transformer,98,0.21875
transformer,99,0.0
unet,0,-0.125
unet,1,0.09375
unet,2,-0.0625
unet,3,0.15625
unet,4,-0.0625
unet,5,0.0625
unet,6,0.0625
unet,7,0.15625
unet,8,0.03125
unet,9,-0.40625
unet,10,-0.1875
unet,11,-0.125
unet,12,-0.4375
unet,13,0.34375
unet,14,-0.03125
unet,15,0.125
unet,16,-0.09375
unet,17,-0.15625
unet,18,0.03125
unet,19,-0.0625
unet,20,-0.34375
unet,21,0.09375
unet,22,-0.0625
unet,23,-0.125
unet,24,-0.1875
unet,25,0.15625
unet,26,0.34375
unet,27,0.0625
unet,28,0.125
unet,29,0.0
unet,30,-0.5
unet,31,-0.0625
unet,32,-0.03125
unet,33,-0.125
unet,34,0.0
unet,35,-0.0625
unet,36,0.3125
unet,37,0.125
unet,38,0.09375
unet,39,-0.03125
unet,40,-0.15625
unet,41,0.0
unet,42,-0.15625
unet,43,0.0625
unet,44,-0.15625
unet,45,0.0
unet,46,0.09375
unet,47,-0.21875
unet,48,0.21875
unet,49,0.21875
unet,50,0.28125
unet,51,-0.0625
unet,52,-0.0625
unet,53,0.0625
unet,54,-0.125
unet,55,-0.15625
unet,56,0.09375
unet,57,-0.4375
unet,58,-0.03125
unet,59,-0.25
unet,60,-0.125
unet,61,-0.03125
unet,62,0.03125
unet,63,-0.1875
unet,64,0.25
unet,65,-0.03125
unet,66,0.3125
unet,67,-0.1875
unet,68,-0.46875
unet,69,0.40625
unet,70,-0.21875
unet,71,-0.03125
unet,72,0.09375
unet,73,0.0
unet,74,0.09375
unet,75,0.0625
unet,76,0.25
unet,77,-0.15625
unet,78,-0.25
unet,79,-0.03125
unet,80,0.125
unet,81,0.0
unet,82,0.25
unet,83,0.03125
unet,84,0.03125
unet,85,0.0625
unet,86,0.1875
unet,87,-0.25
unet,88,0.03125
unet,89,0.25
unet,90,-0.09375
unet,91,0.03125
unet,92,-0.21875
unet,93,0.03125
unet,94,0.28125
unet,95,-0.25
unet,96,0.0625
unet,97,-0.0625
unet,98,0.0
unet,99,-0.03125
xgboost,0,-0.3125
xgboost,1,-0.03125
xgboost,2,-0.125
xgboost,3,-0.375
xgboost,4,0.25
xgboost,5,-0.125
xgboost,6,-0.03125
xgboost,7,0.34375
xgboost,8,-0.0625
xgboost,9,-0.28125
xgboost,10,-0.46875
xgboost,11,0.125
xgboost,12,-0.625
xgboost,13,0.09375
xgboost,14,0.0625
xgboost,15,-0.125
xgboost,16,-0.0625
xgboost,17,-0.15625
xgboost,18,-0.15625
xgboost,19,0.0
xgboost,20,-0.0625
xgboost,21,-0.125
xgboost,22,-0.375
xgboost,23,0.03125
xgboost,24,-0.15625
xgboost,25,0.09375
xgboost,26,-0.09375
xgboost,27,-0.21875
xgboost,28,-0.25
xgboost,29,0.0
xgboost,30,-0.15625
xgboost,31,-0.125
xgboost,32,-0.0625
xgboost,33,0.03125
xgboost,34,-0.1875
xgboost,35,-0.1875
xgboost,36,0.21875
xgboost,37,-0.03125
xgboost,38,-0.125
xgboost,39,0.0
xgboost,40,-0.28125
xgboost,41,-0.5625
xgboost,42,-0.28125
xgboost,43,-0.09375
xgboost,44,0.28125
xgboost,45,0.15625
xgboost,46,-0.1875
xgboost,47,-0.09375
xgboost,48,-0.25
xgboost,49,-0.125
xgboost,50,-0.15625
xgboost,51,-0.0625
xgboost,52,-0.21875
xgboost,53,0.1875
xgboost,54,0.15625
xgboost,55,-0.15625
xgboost,56,0.03125
xgboost,57,-0.28125
xgboost,58,0.0625
xgboost,59,-0.1875
xgboost,60,-0.5625
xgboost,61,-0.03125
xgboost,62,0.28125
xgboost,63,0.125
xgboost,64,-0.03125
xgboost,65,-0.1875
xgboost,66,0.03125
xgboost,67,0.15625
xgboost,68,-0.25
xgboost,69,0.1875
xgboost,70,-0.25
xgboost,71,0.21875
xgboost,72,-0.09375
xgboost,73,-0.375
xgboost,74,-0.34375
xgboost,75,-0.34375
xgboost,76,-0.0625
xgboost,77,0.03125
xgboost,78,-0.25
xgboost,79,-0.09375
xgboost,80,0.03125
xgboost,81,-0.15625
xgboost,82,-0.15625
xgboost,83,-0.28125
xgboost,84,-0.09375
xgboost,85,-0.125
xgboost,86,-0.125
xgboost,87,-0.25
xgboost,88,0.0625
xgboost,89,-0.09375
xgboost,90,0.0625
xgboost,91,-0.21875
xgboost,92,-0.0625
xgboost,93,0.03125
xgboost,94,-0.21875
xgboost,95,-0.5
xgboost,96,-0.3125
xgboost,97,0.25
xgboost,98,-0.28125
xgboost,99,-0.0625
