heldout_source,layer,tail_position,direction_norm,validation_addition_effect,validation_ablation_reduction,selection_score
kriging,0,-5,0.005894629750400782,-0.005208324640989304,0.010416681567827865,-0.005208324640989304
kriging,0,-4,0.011015702039003372,0.010416680326064428,-0.010416656732559204,-0.010416656732559204
kriging,0,-3,0.007391204126179218,0.005208338300387065,0.07291667660077412,0.005208338300387065
kriging,0,-2,0.008498862385749817,0.015625009934107464,0.10416668653488159,0.015625009934107464
kriging,0,-1,0.005701798014342785,9.934107462565104e-09,0.031250014901161194,9.934107462565104e-09
kriging,1,-5,0.01528522651642561,9.934107462565104e-09,0.02083333830038707,9.934107462565104e-09
kriging,1,-4,0.018131937831640244,0.0,0.11458335320154826,0.0
kriging,1,-3,0.014238452538847923,-0.031249990065892536,0.05208333830038706,-0.031249990065892536
kriging,1,-2,0.016412891447544098,1.241763432820638e-09,-0.041666651765505464,-0.041666651765505464
kriging,1,-1,0.015525656752288342,0.010416666666666666,-0.1770833233992259,-0.1770833233992259
kriging,2,-5,0.022969350218772888,0.0208333358168602,-0.020833318432172135,-0.020833318432172135
kriging,2,-4,0.025190331041812897,0.015625007450580597,-0.020833313465118408,-0.020833313465118408
kriging,2,-3,0.026104537770152092,-0.005208308498064677,0.06250002483526866,-0.005208308498064677
kriging,2,-2,0.020056748762726784,0.036458343267440796,-0.04166664183139801,-0.04166664183139801
kriging,2,-1,0.023286856710910797,2.359350522359212e-08,0.020833348234494523,2.359350522359212e-08
kriging,3,-5,0.0702553242444992,0.010416661699612936,-0.03124997516473134,-0.03124997516473134
kriging,3,-4,0.0465913824737072,-0.005208323399225871,0.020833328366279602,-0.005208323399225871
kriging,3,-3,0.04615025967359543,0.010416671633720398,0.010416656732559204,0.010416656732559204
kriging,3,-2,0.034479789435863495,-0.005208323399225871,-0.031249965230623886,-0.031249965230623886
kriging,3,-1,0.0538937970995903,-0.005208328366279602,-0.010416649281978607,-0.010416649281978607
kriging,4,-5,0.09131285548210144,0.015625002483526867,-4.967053726656623e-09,-4.967053726656623e-09
kriging,4,-4,0.07433468103408813,0.005208353201548259,0.02083333830038707,0.005208353201548259
kriging,4,-3,0.07188860327005386,-0.015624997516473135,-0.020833323399225875,-0.020833323399225875
kriging,4,-2,0.056896984577178955,-0.026041656732559204,-0.02083331594864528,-0.026041656732559204
