scope,tokens,baseline_nll,changed_nll,nll_increase,baseline_perplexity,changed_perplexity,mean_next_token_kl,top1_agreement,kind,seed
selected:18,4080,2.805509619619332,2.8042523552389707,-0.0012572643803614447,16.535500574700457,16.51472414228745,0.0011528751137209873,0.9813725490196078,learned,-1
all,4080,2.805509619619332,2.818596185422411,0.013086565803078987,16.535500574700457,16.75331560789846,0.014848715768140905,0.9377450980392157,learned,-1
all,4080,2.805509619619332,2.801170738070619,-0.004338881548713314,16.535500574700457,16.463910419272725,0.0032261080893815734,0.9674019607843137,random,0
all,4080,2.805509619619332,2.800813772164139,-0.004695847455193025,16.535500574700457,16.458034413394987,0.004003887404413784,0.9627450980392157,random,1
all,4080,2.805509619619332,2.807497750076593,0.0019881304572608727,16.535500574700457,16.568408008315263,0.0027543644402541366,0.9735294117647059,random,2
all,4080,2.805509619619332,2.80566208783318,0.00015246821384806708,16.535500574700457,16.538021905144653,0.002066497110268649,0.9723039215686274,random,3
all,4080,2.805509619619332,2.8109885122261797,0.005478892606847641,16.535500574700457,16.626345443940604,0.003562674043225307,0.9678921568627451,random,4
all,4080,2.805509619619332,2.808141461540671,0.0026318419213389177,16.535500574700457,16.579076715908034,0.003643671613113553,0.9634803921568628,random,5
all,4080,2.805509619619332,2.808370253619026,0.002860633999693718,16.535500574700457,16.582870311282807,0.003443536045504551,0.9605392156862745,random,6
all,4080,2.805509619619332,2.81013162650314,0.004622006883808094,16.535500574700457,16.61210466813347,0.003054774158141192,0.9654411764705882,random,7
all,4080,2.805509619619332,2.8024139105104933,-0.003095709108838829,16.535500574700457,16.484390626535504,0.003157736594770469,0.9676470588235294,random,8
all,4080,2.805509619619332,2.804661829331342,-0.0008477902879899801,16.535500574700457,16.52148787865928,0.0031020272011850394,0.9632352941176471,random,9
