heldout_source,layer,tail_position,direction_norm,validation_addition_effect,validation_ablation_reduction,selection_score
bert,0,-5,0.09189921617507935,-0.03571428571428571,-0.07142857142857142,-0.07142857142857142
bert,0,-4,0.037743743509054184,-0.07142857142857142,-0.09821428571428571,-0.09821428571428571
bert,0,-3,0.07724415510892868,-0.017857142857142856,-0.13392857142857142,-0.13392857142857142
bert,0,-2,0.055743664503097534,-0.08928571428571429,-0.07142857142857142,-0.08928571428571429
bert,0,-1,0.05592877045273781,-0.07589285714285714,0.05357142857142856,-0.07589285714285714
bert,1,-5,0.14759381115436554,-0.10714285714285714,-0.044642857142857144,-0.10714285714285714
bert,1,-4,0.053264956921339035,-0.026785714285714284,0.17857142857142855,-0.026785714285714284
bert,1,-3,0.12123306840658188,-0.11607142857142858,-0.017857142857142863,-0.11607142857142858
bert,1,-2,0.06710708886384964,0.0,-0.07142857142857142,-0.07142857142857142
bert,1,-1,0.06712327897548676,-0.06696428571428571,0.0,-0.06696428571428571
bert,2,-5,0.16143004596233368,-0.05803571428571429,-0.35714285714285715,-0.35714285714285715
bert,2,-4,0.07283017039299011,0.04017857142857143,-0.09821428571428571,-0.09821428571428571
bert,2,-3,0.12968790531158447,-0.03571428571428571,-0.7678571428571429,-0.7678571428571429
bert,2,-2,0.12342607229948044,-0.08035714285714286,0.07142857142857144,-0.08035714285714286
bert,2,-1,0.08678822964429855,0.004464285714285714,-0.20535714285714285,-0.20535714285714285
bert,3,-5,0.4655313491821289,0.04017857142857143,0.1875,0.04017857142857143
bert,3,-4,0.08801361918449402,-0.008928571428571428,0.11607142857142856,-0.008928571428571428
bert,3,-3,0.2942984700202942,0.044642857142857144,0.2589285714285714,0.044642857142857144
bert,3,-2,0.3198828101158142,0.10267857142857142,-0.4375,-0.4375
bert,3,-1,0.19049695134162903,0.044642857142857144,-0.4375,-0.4375
bert,4,-5,0.48282894492149353,-0.06696428571428571,0.14285714285714285,-0.06696428571428571
bert,4,-4,0.16753602027893066,-0.03571428571428571,0.05357142857142856,-0.03571428571428571
bert,4,-3,0.333633154630661,-0.013392857142857142,-0.125,-0.125
bert,4,-2,0.3593708574771881,0.04017857142857143,-0.08035714285714286,-0.08035714285714286
bert,4,-1,0.2403208166360855,0.03571428571428571,0.09821428571428571,0.03571428571428571
bert,5,-5,0.5330817699432373,-0.10714285714285714,0.14285714285714285,-0.10714285714285714
bert,5,-4,0.27269476652145386,0.10267857142857142,0.4375,0.10267857142857142
bert,5,-3,0.4029550850391388,-0.07589285714285714,0.11607142857142856,-0.07589285714285714
bert,5,-2,0.4148852527141571,-0.08928571428571429,0.008928571428571425,-0.08928571428571429
bert,5,-1,0.27492931485176086,-0.013392857142857142,0.12499999999999999,-0.013392857142857142
bert,6,-5,0.5476579070091248,-0.07589285714285714,0.40178571428571425,-0.07589285714285714
bert,6,-4,0.361701101064682,0.0,0.03571428571428571,0.0
bert,6,-3,0.5390215516090393,0.07142857142857142,0.3482142857142857,0.07142857142857142
bert,6,-2,0.4579939544200897,-0.03125,0.07142857142857144,-0.03125
bert,6,-1,0.34491947293281555,0.09821428571428571,0.2857142857142857,0.09821428571428571
