source_id,condition,split,n_profiles,mean_technical_margin,standard_error
kriging,domain_expert,test,2,-1.3750000641739462,0.5000000191139407
kriging,domain_expert,train,4,-1.6874999579855512,1.6365773557329373
kriging,domain_expert,validation,2,-3.687500020459993,1.0625000393338269
kriging,matched_other_expert,test,2,-1.6874999181636667,0.31250005391120794
kriging,matched_other_expert,train,4,-2.3749999921246854,2.0110371696326337
kriging,matched_other_expert,validation,2,-4.937500001923809,0.6875001769324172
resnet,domain_expert,test,2,1.9375000210920916,0.812500156303031
resnet,domain_expert,train,4,2.9062498842749847,0.7259601586962284
resnet,domain_expert,validation,2,2.8124998816529114,0.5624999573374225
resnet,matched_other_expert,test,2,1.7499999034371285,1.1250000652034942
resnet,matched_other_expert,train,4,3.3750000290965545,1.0740790984530755
resnet,matched_other_expert,validation,2,2.99999994917016,0.4999999605497578
transformer,domain_expert,test,2,4.624999927396857,2.37499995743201
transformer,domain_expert,train,4,6.6249999622009454,1.233220772591734
transformer,domain_expert,validation,2,4.874999874202331,0.9999999275351001
transformer,matched_other_expert,test,2,4.6875001497792255,2.6875000388645276
transformer,matched_other_expert,train,4,7.187499915991339,1.742169942116836
transformer,matched_other_expert,validation,2,6.999999773061063,1.2499998996408976
unet,domain_expert,test,2,5.499999937515241,2.37500002523214
unet,domain_expert,train,4,8.4687498650879,1.848686934253527
unet,domain_expert,validation,2,7.625000048023367,1.8750000480213203
unet,matched_other_expert,test,2,5.562499888566606,3.1875001933905764
unet,matched_other_expert,train,4,8.906250054474135,1.8966631454693783
unet,matched_other_expert,validation,2,7.750000048025186,1.7500000480195013
